x1,x2,x3,x4,x5,x6,x7,math
-7.0,-8.0,28.0,17.0,5.0,4.0,3.0,95.0
13.0,3.0,25.0,16.0,1.0,1.0,1.0,126.0
17.0,13.0,30.0,18.0,6.0,0.0,-2.0,118.0
13.0,8.0,29.0,17.0,6.0,-0.0,-0.0,116.0
1.0,1.0,8.0,7.0,1.0,0.0,0.0,145.0
9.0,4.0,28.0,20.0,4.0,1.0,1.0,113.0
10.0,6.0,28.0,19.0,4.0,1.0,-0.0,112.0
14.0,3.0,32.0,20.0,4.0,-0.0,0.0,106.0
-12.0,-7.0,28.0,22.0,0.0,4.0,4.0,86.0
12.0,6.0,25.0,16.0,2.0,0.0,-0.0,119.0
-7.0,-15.0,26.0,17.0,-1.0,-1.0,3.0,86.0
1.0,1.0,8.0,7.0,1.0,0.0,0.0,145.0
-1.0,1.0,28.0,16.0,5.0,2.0,4.0,105.0
12.0,2.0,31.0,20.0,6.0,-0.0,-1.0,107.0
-4.0,-10.0,24.0,18.0,1.0,-1.0,-0.0,95.0
14.0,2.0,29.0,16.0,2.0,-2.0,-1.0,110.0
12.0,6.0,25.0,16.0,7.0,1.0,0.0,129.0
10.0,1.0,27.0,18.0,3.0,0.0,0.0,114.0
-2.0,7.0,29.0,19.0,9.0,6.0,3.0,111.0
2.0,-10.0,28.0,16.0,-2.0,-4.0,-0.0,87.0
9.0,3.0,31.0,21.0,3.0,-0.0,-1.0,102.0
-2.0,-4.0,28.0,20.0,1.0,0.0,1.0,93.0
-4.0,-0.0,23.0,16.0,6.0,1.0,0.0,111.0
10.0,2.0,32.0,20.0,5.0,-0.0,1.0,103.0
18.0,9.0,27.0,17.0,2.0,-1.0,-2.0,120.0
14.0,6.0,29.0,17.0,6.0,-0.0,1.0,118.0
0.0,-3.0,27.0,15.0,1.0,0.0,2.0,97.0
-4.0,7.0,23.0,29.0,-1.0,0.0,-2.0,100.0
18.0,13.0,29.0,18.0,3.0,-1.0,-0.0,117.0
-9.0,-13.0,24.0,15.0,7.0,4.0,3.0,107.0
11.0,6.0,28.0,17.0,4.0,2.0,0.0,115.0
11.0,4.0,29.0,19.0,2.0,-2.0,-2.0,104.0
-3.0,-10.0,28.0,17.0,5.0,3.0,3.0,103.0
-4.0,-4.0,27.0,16.0,5.0,3.0,3.0,104.0
1.0,1.0,8.0,7.0,1.0,0.0,0.0,146.0
8.0,8.0,27.0,18.0,6.0,2.0,-0.0,118.0
-2.0,0.0,14.0,19.0,1.0,2.0,1.0,133.0
8.0,2.0,27.0,18.0,5.0,1.0,0.0,112.0
9.0,3.0,29.0,20.0,7.0,-1.0,-1.0,108.0
12.0,17.0,28.0,17.0,7.0,2.0,-2.0,122.0
10.0,2.0,28.0,17.0,2.0,1.0,1.0,114.0
15.0,8.0,28.0,15.0,7.0,1.0,-1.0,122.0
-2.0,5.0,25.0,18.0,6.0,7.0,5.0,120.0
-7.0,4.0,33.0,24.0,10.0,9.0,4.0,104.0
20.0,6.0,28.0,16.0,3.0,-3.0,-2.0,116.0
14.0,8.0,27.0,18.0,4.0,1.0,-1.0,124.0
-3.0,-8.0,29.0,17.0,2.0,4.0,2.0,101.0
20.0,6.0,30.0,15.0,2.0,-2.0,1.0,116.0
-9.0,-8.0,24.0,19.0,6.0,3.0,1.0,103.0
11.0,4.0,28.0,17.0,3.0,1.0,1.0,117.0
12.0,5.0,26.0,17.0,5.0,1.0,0.0,124.0
0.0,13.0,24.0,13.0,8.0,4.0,3.0,119.0
1.0,5.0,26.0,17.0,-1.0,-2.0,0.0,95.0
-3.0,-11.0,26.0,18.0,3.0,-0.0,1.0,97.0
-6.0,-9.0,27.0,18.0,5.0,3.0,4.0,99.0
-3.0,-6.0,26.0,17.0,-0.0,-2.0,-1.0,91.0
-4.0,2.0,28.0,18.0,9.0,5.0,5.0,109.0
-1.0,9.0,29.0,20.0,7.0,4.0,4.0,108.0
1.0,1.0,8.0,7.0,1.0,0.0,0.0,145.0
-3.0,2.0,30.0,18.0,9.0,6.0,3.0,110.0
-1.0,-4.0,25.0,16.0,6.0,2.0,3.0,112.0
8.0,2.0,27.0,18.0,3.0,3.0,-0.0,116.0
-2.0,-7.0,27.0,20.0,6.0,-1.0,2.0,96.0
18.0,8.0,26.0,17.0,5.0,0.0,1.0,128.0
-2.0,8.0,30.0,18.0,9.0,6.0,4.0,109.0
12.0,9.0,31.0,20.0,5.0,0.0,-1.0,111.0
-4.0,15.0,30.0,21.0,8.0,9.0,5.0,115.0
18.0,1.0,29.0,14.0,5.0,1.0,0.0,124.0
-5.0,-10.0,26.0,17.0,2.0,1.0,2.0,93.0
1.0,1.0,8.0,7.0,1.0,0.0,0.0,145.0
11.0,4.0,26.0,16.0,3.0,4.0,1.0,122.0
17.0,14.0,28.0,17.0,4.0,-0.0,-2.0,119.0
-3.0,-2.0,27.0,20.0,1.0,1.0,4.0,98.0
-3.0,5.0,28.0,20.0,7.0,5.0,4.0,109.0
17.0,5.0,31.0,16.0,2.0,-0.0,-2.0,110.0
13.0,6.0,29.0,19.0,2.0,-2.0,1.0,109.0
18.0,18.0,29.0,19.0,4.0,-1.0,-1.0,121.0
9.0,0.0,30.0,18.0,4.0,0.0,-1.0,107.0
17.0,9.0,29.0,17.0,2.0,-2.0,-1.0,113.0
9.0,4.0,30.0,20.0,4.0,2.0,1.0,109.0
-5.0,-9.0,19.0,12.0,-2.0,-4.0,-0.0,102.0
-7.0,-3.0,28.0,21.0,1.0,5.0,6.0,96.0
-4.0,-14.0,23.0,15.0,-1.0,-2.0,0.0,97.0
9.0,6.0,28.0,20.0,4.0,-1.0,2.0,113.0
9.0,9.0,27.0,18.0,5.0,1.0,1.0,115.0
18.0,16.0,30.0,17.0,5.0,-2.0,-3.0,120.0
-3.0,-3.0,31.0,22.0,6.0,1.0,1.0,91.0
13.0,8.0,29.0,17.0,6.0,1.0,1.0,118.0
-7.0,0.0,28.0,20.0,9.0,9.0,5.0,113.0
11.0,4.0,26.0,18.0,5.0,-1.0,-2.0,117.0
14.0,5.0,29.0,16.0,4.0,-0.0,-0.0,116.0
12.0,7.0,27.0,18.0,6.0,0.0,-1.0,119.0
8.0,4.0,30.0,21.0,4.0,0.0,2.0,107.0
-1.0,-13.0,27.0,14.0,-0.0,2.0,0.0,97.0
11.0,4.0,29.0,17.0,0.0,-2.0,-0.0,102.0
-5.0,-7.0,26.0,17.0,4.0,1.0,1.0,98.0
16.0,11.0,28.0,18.0,3.0,0.0,1.0,121.0
-3.0,-7.0,29.0,20.0,5.0,-2.0,3.0,91.0
1.0,1.0,8.0,7.0,1.0,0.0,0.0,143.0
-4.0,-7.0,28.0,21.0,5.0,1.0,3.0,97.0
-4.0,3.0,26.0,17.0,5.0,6.0,4.0,114.0
9.0,1.0,28.0,17.0,5.0,1.0,0.0,115.0
-4.0,-11.0,29.0,20.0,2.0,4.0,3.0,98.0
20.0,14.0,31.0,18.0,5.0,-1.0,-3.0,120.0
15.0,16.0,31.0,21.0,3.0,-1.0,-2.0,112.0
11.0,1.0,26.0,17.0,6.0,-0.0,1.0,121.0
-0.0,-7.0,24.0,16.0,5.0,1.0,2.0,110.0
0.0,-9.0,27.0,17.0,1.0,-2.0,-0.0,94.0
-9.0,1.0,29.0,22.0,9.0,7.0,5.0,102.0
9.0,1.0,29.0,18.0,3.0,-1.0,2.0,108.0
-2.0,6.0,31.0,18.0,5.0,1.0,3.0,97.0
12.0,12.0,27.0,17.0,4.0,0.0,-1.0,117.0
16.0,5.0,27.0,17.0,3.0,1.0,1.0,123.0
16.0,1.0,27.0,18.0,4.0,-2.0,-1.0,120.0
-7.0,-11.0,27.0,19.0,-1.0,-0.0,1.0,85.0
12.0,3.0,26.0,17.0,4.0,-1.0,-1.0,118.0
-5.0,-9.0,23.0,17.0,3.0,2.0,4.0,108.0
13.0,13.0,28.0,18.0,5.0,1.0,0.0,122.0
-3.0,4.0,28.0,17.0,3.0,2.0,3.0,100.0
13.0,0.0,27.0,18.0,5.0,-2.0,-0.0,113.0
9.0,7.0,29.0,17.0,5.0,2.0,0.0,112.0
-1.0,14.0,29.0,18.0,9.0,8.0,4.0,119.0
-3.0,1.0,28.0,19.0,8.0,4.0,4.0,108.0
-1.0,-1.0,21.0,21.0,3.0,3.0,1.0,120.0
19.0,11.0,32.0,19.0,5.0,-2.0,-0.0,113.0
-3.0,-11.0,26.0,18.0,3.0,-1.0,3.0,98.0
-3.0,15.0,33.0,20.0,9.0,6.0,4.0,102.0
-4.0,-5.0,26.0,19.0,6.0,2.0,1.0,106.0
12.0,-1.0,27.0,16.0,6.0,2.0,0.0,123.0
-3.0,-0.0,30.0,18.0,7.0,7.0,5.0,106.0
12.0,6.0,30.0,19.0,4.0,2.0,-1.0,110.0
10.0,3.0,27.0,17.0,5.0,2.0,1.0,120.0
14.0,17.0,28.0,17.0,3.0,4.0,1.0,127.0
-1.0,-0.0,17.0,19.0,3.0,1.0,0.0,124.0
13.0,2.0,28.0,18.0,6.0,-0.0,-1.0,114.0
17.0,14.0,30.0,17.0,4.0,-1.0,-0.0,117.0
14.0,8.0,28.0,18.0,5.0,2.0,-1.0,122.0
-4.0,-6.0,24.0,17.0,1.0,-2.0,2.0,97.0
13.0,0.0,29.0,16.0,5.0,0.0,1.0,117.0
11.0,3.0,27.0,17.0,4.0,-1.0,0.0,113.0
-1.0,1.0,26.0,15.0,7.0,5.0,4.0,117.0
-1.0,-11.0,26.0,17.0,-1.0,-2.0,1.0,94.0
16.0,11.0,30.0,19.0,3.0,1.0,-0.0,116.0
-5.0,-8.0,29.0,19.0,5.0,3.0,2.0,95.0
11.0,4.0,29.0,19.0,1.0,-0.0,2.0,108.0
12.0,2.0,28.0,17.0,2.0,0.0,1.0,115.0
-8.0,3.0,26.0,20.0,6.0,5.0,3.0,105.0
13.0,9.0,28.0,19.0,2.0,0.0,1.0,114.0
-1.0,-6.0,27.0,17.0,2.0,3.0,3.0,104.0
-0.0,1.0,26.0,18.0,4.0,-1.0,3.0,101.0
9.0,1.0,29.0,19.0,5.0,2.0,-1.0,114.0
-6.0,-4.0,25.0,17.0,1.0,-2.0,-1.0,91.0
-4.0,0.0,27.0,19.0,7.0,7.0,4.0,114.0
13.0,3.0,27.0,17.0,1.0,-2.0,0.0,114.0
1.0,1.0,8.0,7.0,1.0,0.0,0.0,146.0
9.0,7.0,28.0,18.0,6.0,1.0,-1.0,112.0
1.0,1.0,8.0,7.0,1.0,0.0,0.0,144.0
-9.0,-5.0,24.0,18.0,6.0,5.0,2.0,108.0
-1.0,-8.0,24.0,17.0,4.0,-1.0,-1.0,104.0
-9.0,5.0,29.0,17.0,11.0,9.0,6.0,109.0
8.0,2.0,29.0,20.0,3.0,-1.0,-0.0,106.0
-3.0,-11.0,27.0,16.0,-1.0,-4.0,-1.0,82.0
-6.0,6.0,31.0,22.0,4.0,8.0,5.0,101.0
-0.0,-3.0,30.0,21.0,3.0,1.0,2.0,94.0
-5.0,-9.0,27.0,18.0,3.0,-0.0,1.0,91.0
14.0,11.0,29.0,19.0,2.0,-0.0,1.0,114.0
9.0,1.0,29.0,17.0,3.0,2.0,2.0,110.0
-2.0,6.0,29.0,21.0,4.0,3.0,3.0,100.0
-1.0,-3.0,28.0,20.0,2.0,1.0,1.0,100.0
-3.0,-2.0,25.0,15.0,3.0,2.0,2.0,106.0
7.0,-0.0,27.0,18.0,4.0,2.0,3.0,115.0
0.0,-0.0,24.0,17.0,4.0,1.0,1.0,110.0
-4.0,8.0,27.0,20.0,9.0,8.0,6.0,119.0
-6.0,0.0,21.0,22.0,6.0,2.0,3.0,115.0
10.0,0.0,29.0,20.0,3.0,-2.0,-1.0,104.0
14.0,1.0,30.0,19.0,1.0,0.0,1.0,110.0
-8.0,-11.0,25.0,15.0,7.0,5.0,1.0,108.0
1.0,1.0,8.0,7.0,1.0,0.0,0.0,147.0
-5.0,-14.0,26.0,19.0,4.0,1.0,2.0,99.0
-7.0,3.0,25.0,17.0,9.0,7.0,4.0,118.0
15.0,9.0,26.0,18.0,1.0,-1.0,0.0,116.0
11.0,11.0,32.0,19.0,4.0,0.0,-0.0,104.0
-1.0,-7.0,27.0,18.0,3.0,2.0,2.0,100.0
10.0,6.0,30.0,21.0,3.0,1.0,2.0,108.0
12.0,4.0,30.0,17.0,5.0,-0.0,2.0,112.0
-5.0,-10.0,27.0,19.0,4.0,1.0,2.0,97.0
-4.0,-6.0,25.0,18.0,4.0,2.0,1.0,101.0
11.0,2.0,31.0,20.0,4.0,0.0,-1.0,108.0
9.0,8.0,27.0,19.0,4.0,0.0,0.0,114.0
-4.0,1.0,32.0,23.0,10.0,7.0,3.0,104.0
-5.0,-10.0,29.0,17.0,2.0,-0.0,1.0,84.0
11.0,5.0,26.0,16.0,3.0,0.0,-0.0,117.0
17.0,11.0,28.0,17.0,5.0,2.0,-1.0,128.0
1.0,-11.0,26.0,17.0,2.0,-3.0,1.0,96.0
-6.0,-11.0,32.0,18.0,2.0,1.0,5.0,81.0
-9.0,-15.0,26.0,13.0,-3.0,-5.0,-1.0,73.0
12.0,5.0,30.0,17.0,4.0,-1.0,-2.0,108.0
15.0,14.0,32.0,21.0,5.0,-2.0,-3.0,105.0
14.0,12.0,28.0,18.0,5.0,-1.0,-1.0,118.0
-1.0,-11.0,28.0,15.0,2.0,-2.0,3.0,92.0
16.0,4.0,26.0,17.0,2.0,1.0,-0.0,125.0
0.0,3.0,28.0,17.0,3.0,4.0,2.0,106.0
19.0,12.0,27.0,16.0,4.0,1.0,-1.0,128.0
1.0,1.0,8.0,7.0,1.0,0.0,0.0,145.0
11.0,8.0,28.0,18.0,4.0,0.0,0.0,115.0
-4.0,4.0,21.0,22.0,2.0,2.0,2.0,114.0
-7.0,-1.0,29.0,21.0,6.0,2.0,3.0,98.0
12.0,0.0,27.0,18.0,4.0,2.0,1.0,123.0
-5.0,8.0,23.0,15.0,7.0,2.0,2.0,112.0
-5.0,0.0,28.0,19.0,8.0,7.0,5.0,114.0
-3.0,4.0,29.0,20.0,8.0,2.0,-0.0,102.0
-2.0,2.0,29.0,20.0,8.0,7.0,1.0,112.0
8.0,4.0,29.0,18.0,4.0,3.0,1.0,116.0
-3.0,2.0,26.0,19.0,6.0,2.0,0.0,106.0
-9.0,-13.0,26.0,18.0,3.0,5.0,5.0,102.0
9.0,-0.0,28.0,17.0,4.0,-2.0,1.0,107.0
11.0,6.0,27.0,18.0,4.0,1.0,0.0,117.0
-2.0,-2.0,25.0,18.0,7.0,3.0,2.0,110.0
1.0,1.0,8.0,7.0,1.0,0.0,0.0,143.0
-5.0,1.0,26.0,29.0,-0.0,2.0,3.0,100.0
9.0,5.0,28.0,19.0,4.0,1.0,2.0,114.0
-5.0,14.0,31.0,19.0,11.0,10.0,5.0,115.0
-4.0,1.0,27.0,19.0,6.0,1.0,2.0,102.0
15.0,5.0,27.0,17.0,7.0,-1.0,-0.0,123.0
10.0,4.0,28.0,17.0,7.0,-1.0,-0.0,115.0
8.0,2.0,27.0,17.0,5.0,1.0,3.0,118.0
1.0,-13.0,26.0,16.0,2.0,-1.0,1.0,98.0
16.0,11.0,29.0,19.0,2.0,-1.0,-0.0,114.0
-1.0,-6.0,24.0,17.0,5.0,3.0,1.0,113.0
-2.0,6.0,21.0,23.0,3.0,2.0,1.0,115.0
19.0,1.0,29.0,15.0,3.0,-3.0,-2.0,114.0
-2.0,1.0,22.0,21.0,1.0,2.0,3.0,112.0
14.0,5.0,28.0,18.0,0.0,-2.0,-1.0,108.0
-5.0,4.0,30.0,22.0,8.0,6.0,4.0,105.0
-4.0,-10.0,26.0,16.0,4.0,4.0,4.0,105.0
20.0,6.0,27.0,15.0,6.0,-0.0,-0.0,130.0
17.0,14.0,29.0,19.0,3.0,-0.0,0.0,116.0
17.0,10.0,26.0,13.0,1.0,-1.0,-2.0,119.0
11.0,5.0,29.0,19.0,5.0,0.0,-0.0,114.0
16.0,16.0,28.0,18.0,3.0,-2.0,-1.0,116.0
15.0,10.0,25.0,16.0,6.0,1.0,-2.0,127.0
9.0,3.0,27.0,16.0,2.0,3.0,2.0,118.0
9.0,7.0,26.0,17.0,4.0,1.0,1.0,120.0
12.0,6.0,28.0,19.0,4.0,0.0,-1.0,114.0
-1.0,5.0,28.0,17.0,4.0,5.0,3.0,109.0
9.0,6.0,26.0,19.0,1.0,-3.0,-1.0,108.0
-3.0,4.0,26.0,18.0,6.0,5.0,3.0,114.0
13.0,5.0,26.0,18.0,4.0,-1.0,-1.0,120.0
8.0,2.0,27.0,17.0,5.0,1.0,1.0,116.0
15.0,5.0,30.0,17.0,6.0,-1.0,0.0,114.0
1.0,1.0,9.0,7.0,2.0,1.0,0.0,146.0
-4.0,5.0,23.0,15.0,4.0,2.0,3.0,113.0
1.0,1.0,8.0,7.0,1.0,0.0,0.0,147.0
-1.0,-8.0,23.0,17.0,-2.0,-5.0,-0.0,94.0
-4.0,5.0,22.0,25.0,2.0,3.0,2.0,112.0
11.0,1.0,28.0,18.0,2.0,-1.0,-0.0,110.0
9.0,0.0,27.0,18.0,4.0,0.0,-1.0,111.0
-6.0,12.0,31.0,22.0,10.0,7.0,5.0,108.0
10.0,4.0,27.0,17.0,5.0,1.0,1.0,117.0
-1.0,-3.0,26.0,19.0,5.0,1.0,-1.0,107.0
-7.0,2.0,30.0,20.0,10.0,8.0,5.0,106.0
-7.0,-7.0,23.0,16.0,2.0,-4.0,-0.0,93.0
9.0,-0.0,27.0,18.0,6.0,-1.0,-1.0,111.0
-0.0,-8.0,26.0,17.0,1.0,2.0,3.0,103.0
14.0,7.0,27.0,18.0,6.0,1.0,-1.0,125.0
12.0,5.0,28.0,17.0,4.0,-0.0,0.0,114.0
16.0,14.0,30.0,19.0,4.0,1.0,-0.0,120.0
-2.0,-3.0,25.0,18.0,4.0,2.0,0.0,109.0
19.0,1.0,27.0,15.0,4.0,-0.0,-1.0,125.0
-3.0,2.0,28.0,19.0,8.0,5.0,3.0,110.0
10.0,0.0,26.0,17.0,5.0,2.0,0.0,123.0
-2.0,3.0,29.0,20.0,6.0,4.0,-0.0,105.0
9.0,4.0,28.0,18.0,4.0,1.0,0.0,114.0
10.0,11.0,32.0,18.0,7.0,-1.0,-1.0,104.0
-1.0,-4.0,26.0,18.0,2.0,3.0,2.0,108.0
18.0,8.0,27.0,17.0,6.0,0.0,0.0,127.0
-5.0,4.0,28.0,18.0,7.0,7.0,5.0,111.0
-7.0,-10.0,26.0,17.0,6.0,2.0,2.0,99.0
13.0,6.0,27.0,18.0,5.0,1.0,-2.0,122.0
-3.0,-6.0,24.0,18.0,1.0,-0.0,2.0,99.0
-2.0,-8.0,29.0,19.0,4.0,3.0,3.0,100.0
16.0,0.0,28.0,15.0,2.0,-0.0,0.0,117.0
16.0,13.0,31.0,20.0,3.0,1.0,-0.0,117.0
9.0,9.0,23.0,15.0,5.0,1.0,-0.0,124.0
-2.0,-6.0,24.0,19.0,-1.0,-2.0,-0.0,98.0
11.0,10.0,29.0,19.0,2.0,-3.0,-2.0,103.0
16.0,11.0,30.0,19.0,4.0,1.0,-1.0,118.0
1.0,-2.0,28.0,19.0,2.0,-0.0,0.0,95.0
12.0,10.0,26.0,17.0,0.0,1.0,2.0,120.0
10.0,0.0,24.0,16.0,4.0,1.0,1.0,123.0
10.0,1.0,30.0,18.0,2.0,1.0,3.0,109.0
14.0,4.0,27.0,15.0,6.0,1.0,-1.0,118.0
10.0,10.0,27.0,18.0,5.0,0.0,0.0,116.0
15.0,4.0,28.0,18.0,5.0,-0.0,0.0,121.0
15.0,8.0,32.0,21.0,5.0,-2.0,-1.0,105.0
-1.0,-11.0,29.0,17.0,3.0,3.0,4.0,102.0
-4.0,-10.0,27.0,17.0,1.0,2.0,3.0,95.0
15.0,2.0,27.0,16.0,3.0,-1.0,2.0,122.0
12.0,3.0,28.0,17.0,5.0,1.0,0.0,117.0
10.0,4.0,25.0,16.0,3.0,0.0,-0.0,118.0
1.0,1.0,8.0,7.0,1.0,0.0,0.0,148.0
10.0,4.0,27.0,18.0,5.0,2.0,-0.0,120.0
-4.0,-8.0,27.0,19.0,6.0,3.0,2.0,104.0
-1.0,-10.0,24.0,17.0,4.0,1.0,-1.0,111.0
-3.0,2.0,30.0,20.0,2.0,5.0,5.0,101.0
17.0,14.0,30.0,19.0,2.0,0.0,0.0,118.0
-1.0,-2.0,23.0,14.0,5.0,-0.0,-1.0,109.0
13.0,4.0,25.0,15.0,6.0,3.0,-2.0,130.0
-2.0,2.0,30.0,19.0,8.0,2.0,2.0,99.0
-6.0,-10.0,25.0,18.0,6.0,3.0,2.0,108.0
-5.0,2.0,21.0,25.0,3.0,2.0,4.0,116.0
12.0,1.0,28.0,18.0,4.0,1.0,2.0,118.0
8.0,-0.0,31.0,19.0,3.0,-1.0,-0.0,97.0
11.0,-0.0,27.0,17.0,4.0,-0.0,1.0,117.0
-3.0,-4.0,25.0,18.0,4.0,2.0,2.0,108.0
10.0,4.0,25.0,16.0,5.0,1.0,-1.0,122.0
-9.0,-12.0,25.0,13.0,-2.0,-5.0,-1.0,79.0
-1.0,-1.0,30.0,17.0,6.0,3.0,2.0,99.0
-5.0,2.0,29.0,22.0,9.0,7.0,5.0,109.0
-9.0,-12.0,28.0,16.0,5.0,4.0,4.0,94.0
-4.0,14.0,26.0,19.0,10.0,8.0,4.0,124.0
9.0,5.0,30.0,17.0,6.0,0.0,-1.0,107.0
-2.0,-5.0,25.0,17.0,3.0,2.0,3.0,106.0
-2.0,-3.0,24.0,17.0,2.0,-1.0,0.0,102.0
-4.0,-9.0,27.0,16.0,8.0,3.0,1.0,101.0
12.0,3.0,30.0,20.0,2.0,-0.0,0.0,107.0
-2.0,3.0,27.0,18.0,9.0,5.0,3.0,114.0
0.0,-6.0,28.0,18.0,0.0,-1.0,2.0,93.0
11.0,3.0,26.0,18.0,5.0,0.0,-0.0,117.0
11.0,8.0,27.0,18.0,4.0,-1.0,-2.0,112.0
10.0,3.0,30.0,20.0,5.0,1.0,1.0,109.0
12.0,4.0,27.0,17.0,5.0,-1.0,2.0,117.0
9.0,0.0,28.0,19.0,4.0,0.0,1.0,113.0
1.0,-7.0,25.0,17.0,3.0,-1.0,-0.0,105.0
-1.0,13.0,29.0,15.0,8.0,4.0,4.0,110.0
14.0,1.0,27.0,17.0,4.0,2.0,2.0,128.0
-3.0,-13.0,24.0,18.0,-0.0,-1.0,1.0,97.0
9.0,3.0,29.0,20.0,5.0,1.0,-1.0,114.0
21.0,9.0,29.0,15.0,6.0,-0.0,-2.0,126.0
9.0,1.0,27.0,18.0,5.0,2.0,1.0,120.0
-3.0,-3.0,25.0,19.0,-0.0,-4.0,-0.0,91.0
-2.0,-7.0,25.0,16.0,1.0,0.0,1.0,99.0
10.0,1.0,27.0,16.0,3.0,-2.0,-1.0,108.0
-4.0,-10.0,28.0,19.0,4.0,2.0,3.0,96.0
14.0,6.0,27.0,13.0,4.0,-4.0,-1.0,110.0
11.0,11.0,21.0,14.0,5.0,1.0,-1.0,134.0
17.0,4.0,28.0,17.0,4.0,-0.0,2.0,123.0
8.0,4.0,27.0,18.0,2.0,4.0,1.0,120.0
2.0,3.0,9.0,7.0,1.0,0.0,-0.0,144.0
0.0,-12.0,27.0,16.0,2.0,-1.0,1.0,95.0
-2.0,-7.0,30.0,17.0,4.0,0.0,4.0,95.0
11.0,3.0,26.0,16.0,2.0,0.0,1.0,119.0
-5.0,-8.0,27.0,20.0,-0.0,-2.0,0.0,85.0
-4.0,-4.0,21.0,16.0,-1.0,-2.0,-0.0,99.0
-2.0,13.0,28.0,19.0,6.0,5.0,4.0,110.0
-2.0,-8.0,25.0,17.0,0.0,0.0,3.0,104.0
-4.0,0.0,21.0,23.0,5.0,4.0,0.0,118.0
-9.0,1.0,28.0,19.0,9.0,6.0,6.0,109.0
20.0,16.0,30.0,14.0,5.0,-3.0,-0.0,119.0
-6.0,1.0,25.0,17.0,4.0,3.0,4.0,107.0
-2.0,-8.0,26.0,18.0,3.0,2.0,4.0,104.0
1.0,-9.0,25.0,18.0,0.0,-1.0,1.0,102.0
11.0,1.0,29.0,18.0,4.0,2.0,1.0,116.0
-9.0,-4.0,24.0,18.0,3.0,4.0,2.0,101.0
12.0,3.0,29.0,17.0,5.0,-1.0,-1.0,114.0
12.0,4.0,27.0,17.0,6.0,-2.0,-1.0,116.0
15.0,3.0,28.0,16.0,6.0,0.0,1.0,120.0
3.0,-6.0,23.0,16.0,-1.0,-2.0,1.0,105.0
13.0,8.0,33.0,19.0,4.0,-1.0,-2.0,100.0
-4.0,-5.0,30.0,19.0,5.0,1.0,3.0,93.0
-3.0,-6.0,28.0,16.0,4.0,3.0,5.0,103.0
1.0,10.0,25.0,14.0,9.0,4.0,-2.0,117.0
10.0,7.0,28.0,19.0,5.0,1.0,-0.0,115.0
0.0,4.0,19.0,21.0,-1.0,-2.0,1.0,111.0
11.0,2.0,30.0,19.0,4.0,1.0,-0.0,111.0
19.0,12.0,31.0,15.0,7.0,-2.0,-2.0,116.0
1.0,1.0,8.0,7.0,1.0,0.0,0.0,146.0
-3.0,-8.0,27.0,20.0,-0.0,-4.0,-0.0,82.0
14.0,5.0,29.0,18.0,2.0,2.0,2.0,119.0
11.0,4.0,27.0,18.0,3.0,-1.0,-0.0,113.0
11.0,5.0,29.0,20.0,6.0,1.0,-1.0,114.0
-9.0,-0.0,26.0,20.0,6.0,8.0,5.0,109.0
-3.0,-6.0,25.0,16.0,-0.0,-4.0,-0.0,89.0
12.0,9.0,28.0,17.0,2.0,-0.0,2.0,116.0
9.0,6.0,25.0,16.0,4.0,2.0,3.0,123.0
15.0,2.0,30.0,20.0,6.0,-1.0,-1.0,115.0
9.0,2.0,26.0,17.0,4.0,0.0,1.0,113.0
-7.0,-11.0,26.0,20.0,3.0,2.0,3.0,96.0
-2.0,1.0,26.0,17.0,8.0,6.0,4.0,117.0
-2.0,2.0,31.0,18.0,6.0,6.0,3.0,105.0
11.0,13.0,29.0,17.0,4.0,3.0,-0.0,120.0
-1.0,4.0,22.0,16.0,1.0,-1.0,2.0,108.0
10.0,3.0,29.0,19.0,6.0,-1.0,-1.0,110.0
12.0,1.0,27.0,18.0,6.0,-2.0,0.0,116.0
-3.0,-6.0,27.0,18.0,3.0,2.0,2.0,100.0
12.0,8.0,26.0,18.0,5.0,-1.0,-1.0,119.0
-3.0,-10.0,22.0,17.0,4.0,-3.0,3.0,103.0
15.0,7.0,32.0,20.0,6.0,-1.0,-1.0,111.0
8.0,3.0,30.0,17.0,5.0,1.0,2.0,112.0
14.0,17.0,27.0,18.0,7.0,1.0,-3.0,127.0
-3.0,-7.0,27.0,20.0,5.0,2.0,3.0,106.0
10.0,1.0,27.0,18.0,5.0,1.0,2.0,120.0
8.0,0.0,28.0,19.0,6.0,1.0,-0.0,113.0
-6.0,1.0,30.0,17.0,6.0,-0.0,-0.0,87.0
-3.0,4.0,30.0,19.0,9.0,7.0,2.0,108.0
14.0,1.0,24.0,16.0,3.0,1.0,1.0,128.0
-2.0,3.0,29.0,21.0,8.0,4.0,4.0,105.0
-3.0,-7.0,29.0,18.0,4.0,3.0,4.0,100.0
-0.0,10.0,26.0,17.0,9.0,5.0,-1.0,117.0
-2.0,1.0,23.0,17.0,-0.0,-1.0,1.0,102.0
-2.0,1.0,28.0,20.0,4.0,2.0,2.0,103.0
9.0,8.0,27.0,19.0,3.0,-1.0,-0.0,113.0
16.0,13.0,31.0,17.0,6.0,-2.0,-0.0,113.0
13.0,3.0,32.0,19.0,4.0,-1.0,2.0,106.0
14.0,5.0,29.0,17.0,4.0,1.0,0.0,117.0
-7.0,0.0,28.0,20.0,5.0,8.0,5.0,109.0
-2.0,2.0,28.0,18.0,9.0,7.0,3.0,115.0
